Genus	Species	tax ID
Achromobacter		502681
Achromobacter		511053
Achromobacter		515953
Achromobacter		515954
Achromobacter		517404
Achromobacter		523818
Achromobacter		531007
Achromobacter		537212
Achromobacter		538390
Achromobacter		539318
Achromobacter		540911
Achromobacter		540912
Achromobacter		551300
Achromobacter		554819
Achromobacter		559333
Achromobacter		563782
Achromobacter		568218
Achromobacter		571132
Achromobacter		573331
Achromobacter		576484
Achromobacter		582325
Achromobacter		582651
Achromobacter		583276
Achromobacter		583277
Achromobacter		587389
Achromobacter		588453
Achromobacter		588965
Achromobacter		588966
Achromobacter		589530
Achromobacter		589531
Achromobacter		589532
Achromobacter		591905
Achromobacter		593399
Achromobacter		611288
Achromobacter		620955
Achromobacter		634433
Achromobacter		644393
Achromobacter		644394
Achromobacter		644395
Achromobacter		644399
Achromobacter		644400
Achromobacter		644401
Achromobacter		646340
Achromobacter		646341
Achromobacter		656003
Achromobacter		656004
Achromobacter		662957
Achromobacter		666710
Achromobacter		669524
Achromobacter		674486
Achromobacter		676196
Achromobacter		676603
Achromobacter		676604
Achromobacter		676605
Achromobacter		676606
Achromobacter		681102
Achromobacter		683766
Achromobacter		685332
Achromobacter		685333
Achromobacter		685503
Achromobacter		687837
Achromobacter		690118
Achromobacter		692174
Achromobacter		692175
Achromobacter		692176
Achromobacter		692177
Achromobacter		692178
Achromobacter		692179
Achromobacter		692180
Achromobacter		692181
Achromobacter		692182
Achromobacter		692183
Achromobacter		692184
Achromobacter		692185
Achromobacter		692186
Achromobacter		692987
Achromobacter		692988
Achromobacter		700537
Achromobacter		701275
Achromobacter		702971
Achromobacter		702972
Achromobacter		703526
Achromobacter		704185
Achromobacter		707674
Achromobacter		707675
Achromobacter		707676
Achromobacter		707677
Achromobacter		714091
Achromobacter		718373
Achromobacter		746021
Achromobacter		746444
Achromobacter		746445
Achromobacter		751889
Achromobacter		753098
Achromobacter		753521
Achromobacter		759930
Achromobacter		763713
Achromobacter		764507
Achromobacter		765035
Achromobacter		765036
Achromobacter		765037
Achromobacter		765038
Achromobacter		766656
Achromobacter		766657
Achromobacter		766658
Achromobacter		766659
Achromobacter		767676
Achromobacter		767677
Achromobacter		796043
Achromobacter		796044
Achromobacter		796045
Achromobacter		796046
Achromobacter		796047
Achromobacter		796048
Achromobacter		796049
Achromobacter		796050
Achromobacter		796051
Achromobacter		858421
Achromobacter		860837
Achromobacter		861670
Achromobacter		861671
Achromobacter		861672
Achromobacter		863574
Achromobacter		863586
Achromobacter		871572
Achromobacter		875815
Achromobacter		875820
Achromobacter		875824
Achromobacter		879200
Achromobacter		879576
Achromobacter		880000
Achromobacter		880001
Achromobacter		881283
Achromobacter		882355
Achromobacter		885527
Achromobacter		885528
Achromobacter		885529
Achromobacter		887780
Achromobacter		888920
Achromobacter		904041
Achromobacter		905047
Achromobacter		907273
Achromobacter		907274
Achromobacter		911068
Achromobacter		915465
Achromobacter		927639
Achromobacter		927796
Achromobacter		929092
Achromobacter		931640
Achromobacter		933533
Achromobacter		933534
Achromobacter		933535
Achromobacter		934303
Achromobacter		936417
Achromobacter		937765
Achromobacter		944673
Achromobacter		945435
Achromobacter		945436
Achromobacter		945437
Achromobacter		945438
Achromobacter		945439
Achromobacter		980246
Achromobacter		983312
Achromobacter		985214
Achromobacter		985215
Achromobacter		989465
Achromobacter		999918
Achromobacter		1005105
Achromobacter		1009688
Achromobacter		1031408
Achromobacter		1035315
Achromobacter		1035316
Achromobacter		1036163
Achromobacter		1037190
Achromobacter		1037203
Achromobacter		1038662
Achromobacter		1038663
Achromobacter		1038664
Achromobacter		1038665
Achromobacter		1038666
Achromobacter		1038667
Achromobacter		1038668
Achromobacter		1038669
Achromobacter		1038670
Achromobacter		1038671
Achromobacter		1038672
Achromobacter		1041288
Achromobacter		1043488
Achromobacter		1044932
Achromobacter		1048291
Achromobacter		1048445
Achromobacter		1048446
Achromobacter		1048447
Achromobacter		1048448
Achromobacter		1051427
Achromobacter		1051852
Achromobacter		1051856
Achromobacter		1051861
Achromobacter		1051868
Achromobacter		1052214
Achromobacter		1055488
Achromobacter		1068885
Achromobacter		1068886
Achromobacter		1068887
Achromobacter		1070895
Achromobacter		1071251
Achromobacter		1076243
Achromobacter		1077973
Achromobacter		1084981
Achromobacter		1086704
Achromobacter		1093128
Achromobacter		1095860
Achromobacter		1096007
Achromobacter		1101452
Achromobacter		1104363
Achromobacter		1104751
Achromobacter		1109013
Achromobacter		1109670
Achromobacter		1109671
Achromobacter		1110613
Achromobacter		1110614
Achromobacter		1114421
Achromobacter		1114463
Achromobacter		1114550
Achromobacter		1114604
Achromobacter		1114982
Achromobacter		1117181
Achromobacter		1117986
Achromobacter		1119006
Achromobacter		1119007
Achromobacter		1120622
Achromobacter		1120623
Achromobacter		1126847
Achromobacter		1127667
Achromobacter		1128660
Achromobacter		1132292
Achromobacter		1133729
Achromobacter		1134418
Achromobacter		1134843
Achromobacter		1135950
Achromobacter		1136270
Achromobacter		1143339
Achromobacter		1143704
Achromobacter		1146926
Achromobacter		1147684
Achromobacter		1150158
Achromobacter		1151795
Achromobacter		1155076
Achromobacter		1157206
Achromobacter		1160788
Achromobacter		1160964
Achromobacter		1162092
Achromobacter		1163479
Achromobacter		1163480
Achromobacter		1163788
Achromobacter		1163789
Achromobacter		1163790
Achromobacter		1163791
Achromobacter		1164883
Achromobacter		1165162
Achromobacter		1167885
Achromobacter		1168315
Achromobacter		1168316
Achromobacter		1169900
Achromobacter		1169901
Achromobacter		1172487
Achromobacter		1172488
Achromobacter		1172489
Achromobacter		1172490
Achromobacter		1172875
Achromobacter		1172876
Achromobacter		1173139
Achromobacter		1173140
Achromobacter		1173141
Achromobacter		1173142
Achromobacter		1173143
Achromobacter		1173144
Achromobacter		1173145
Achromobacter		1173146
Achromobacter		1173147
Achromobacter		1173148
Achromobacter		1173149
Achromobacter		1173150
Achromobacter		1173151
Achromobacter		1173152
Achromobacter		1173153
Achromobacter		1173154
Achromobacter		1176847
Achromobacter		1176855
Achromobacter		1177698
Achromobacter		1182493
Achromobacter		1182494
Achromobacter		1182495
Achromobacter		1183640
Achromobacter		1191409
Achromobacter		1192168
Achromobacter		1196665
Achromobacter		1196666
Achromobacter		1197146
Achromobacter		1197690
Achromobacter		1197691
Achromobacter		1197692
Achromobacter		1198033
Achromobacter		1198037
Achromobacter		1198882
Achromobacter		1200397
Achromobacter		1200398
Achromobacter		1204421
Achromobacter		1204711
Achromobacter		1206667
Achromobacter		1206668
Achromobacter		1210979
Achromobacter		1210981
Achromobacter		1210985
Achromobacter		1210989
Achromobacter		1210990
Achromobacter		1211854
Achromobacter		1211855
Achromobacter		1211856
Achromobacter		1211857
Achromobacter		1220772
Achromobacter		1224304
Achromobacter		1224306
Achromobacter		1232070
Achromobacter		1233121
Achromobacter		1234293
Achromobacter		1238471
Achromobacter		1238472
Achromobacter		1241630
Achromobacter		1246918
Achromobacter		1247506
Achromobacter		1248717
Achromobacter		1248974
Achromobacter		1249243
Achromobacter		1249244
Achromobacter		1264553
Achromobacter		1264921
Achromobacter		1266596
Achromobacter		1267548
Achromobacter		1267771
Achromobacter		1268655
Achromobacter		1270026
Achromobacter		1270027
Achromobacter		1270028
Achromobacter		1270029
Achromobacter		1270030
Achromobacter		1270031
Achromobacter		1270032
Achromobacter		1270325
Achromobacter		1271876
Achromobacter		1273563
Achromobacter		1273769
Achromobacter		1273807
Achromobacter		1273808
Achromobacter		1273809
Achromobacter		1273810
Achromobacter		1273811
Achromobacter		1273812
Achromobacter		1273813
Achromobacter		1273814
Achromobacter		1273815
Achromobacter		1273817
Achromobacter		1273818
Achromobacter		1273820
Achromobacter		1273821
Achromobacter		1273823
Achromobacter		1273824
Achromobacter		1273825
Achromobacter		1273828
Achromobacter		1273830
Achromobacter		1273831
Achromobacter		1273832
Achromobacter		1273833
Achromobacter		1273834
Achromobacter		1273835
Achromobacter		1273838
Achromobacter		1273839
Achromobacter		1273841
Achromobacter		1273842
Achromobacter		1273845
Achromobacter		1273846
Achromobacter		1273847
Achromobacter		1273848
Achromobacter		1273849
Achromobacter		1273850
Achromobacter		1273851
Achromobacter		1273853
Achromobacter		1273854
Achromobacter		1273855
Achromobacter		1273856
Achromobacter		1273857
Achromobacter		1273858
Achromobacter		1273859
Achromobacter		1273861
Achromobacter		1273862
Achromobacter		1273864
Achromobacter		1273867
Achromobacter		1273868
Achromobacter		1273869
Achromobacter		1273870
Achromobacter		1273871
Achromobacter		1273872
Achromobacter		1273873
Achromobacter		1273874
Achromobacter		1273875
Achromobacter		1273877
Achromobacter		1273879
Achromobacter		1273880
Achromobacter		1273881
Achromobacter		1273882
Achromobacter		1273884
Achromobacter		1273886
Achromobacter		1273887
Achromobacter		1273888
Achromobacter		1273889
Achromobacter		1273890
Achromobacter		1273891
Achromobacter		1273892
Achromobacter		1273893
Achromobacter		1273894
Achromobacter		1273895
Achromobacter		1273896
Achromobacter		1273898
Achromobacter		1273900
Achromobacter		1273901
Achromobacter		1273903
Achromobacter		1273985
Achromobacter		1273989
Achromobacter		1273991
Achromobacter		1273992
Achromobacter		1273995
Achromobacter		1273996
Achromobacter		1273997
Achromobacter		1273998
Achromobacter		1273999
Achromobacter		1274000
Achromobacter		1274001
Achromobacter		1274002
Achromobacter		1274004
Achromobacter		1274005
Achromobacter		1274006
Achromobacter		1274007
Achromobacter		1274008
Achromobacter		1274009
Achromobacter		1274011
Achromobacter		1274013
Achromobacter		1274015
Achromobacter		1274016
Achromobacter		1274017
Achromobacter		1274018
Achromobacter		1274020
Achromobacter		1274021
Achromobacter		1274022
Achromobacter		1274023
Achromobacter		1274024
Achromobacter		1274025
Achromobacter		1274027
Achromobacter		1274028
Achromobacter		1274029
Achromobacter		1274031
Achromobacter		1274032
Achromobacter		1274034
Achromobacter		1274035
Achromobacter		1274036
Achromobacter		1274037
Achromobacter		1274039
Achromobacter		1274040
Achromobacter		1274041
Achromobacter		1274042
Achromobacter		1274043
Achromobacter		1274044
Achromobacter		1274045
Achromobacter		1274046
Achromobacter		1274047
Achromobacter		1274048
Achromobacter		1274049
Achromobacter		1274050
Achromobacter		1274052
Achromobacter		1274053
Achromobacter		1274054
Achromobacter		1278154
Achromobacter		1280899
Achromobacter		1283843
Achromobacter		1283844
Achromobacter		1283845
Achromobacter		1283846
Achromobacter		1284163
Achromobacter		1285209
Achromobacter		1287735
Achromobacter		1287736
Achromobacter		1287737
Achromobacter		1287738
Achromobacter		1288972
Achromobacter		1288973
Achromobacter		1288974
Achromobacter		1288975
Achromobacter		1288976
Achromobacter		1288977
Achromobacter		1288978
Achromobacter		1288979
Achromobacter		1288980
Achromobacter		1288981
Achromobacter		1293239
Achromobacter		1293892
Achromobacter		1295134
Achromobacter		1296397
Achromobacter		1298762
Achromobacter		1301653
Achromobacter		1303833
Achromobacter		1303834
Achromobacter		1303958
Achromobacter		1304222
Achromobacter		1304223
Achromobacter		1308765
Achromobacter		1308766
Achromobacter		1308767
Achromobacter		1308974
Achromobacter		1310002
Achromobacter		1314980
Achromobacter		1323947
Achromobacter		1323984
Achromobacter		1324155
Achromobacter		1327815
Achromobacter		1330048
Achromobacter		1331942
Achromobacter		1332766
Achromobacter		1337937
Achromobacter		1337938
Achromobacter		1337939
Achromobacter		1343094
Achromobacter		1353888
Achromobacter		1353889
Achromobacter		1353890
Achromobacter		1353891
Achromobacter		1355402
Achromobacter		1355660
Achromobacter		1356054
Achromobacter		1356055
Achromobacter		1365095
Achromobacter		1372722
Achromobacter		1378011
Achromobacter		1379916
Achromobacter		1379917
Achromobacter		1385775
Achromobacter		1387922
Achromobacter		1387923
Achromobacter		1389623
Achromobacter		1389624
Achromobacter		1389625
Achromobacter		1389626
Achromobacter		1389627
Achromobacter		1389628
Achromobacter		1389629
Achromobacter		1389630
Achromobacter		1389631
Achromobacter		1389632
Achromobacter		1389633
Achromobacter		1389634
Achromobacter		1389635
Achromobacter		1389636
Achromobacter		1389637
Achromobacter		1389638
Achromobacter		1389639
Achromobacter		1389640
Achromobacter		1389641
Achromobacter		1389922
Achromobacter		1389932
Achromobacter		1389935
Achromobacter		1397275
Achromobacter		1398678
Achromobacter		1405099
Achromobacter		1405676
Achromobacter		1406315
Achromobacter		1406888
Achromobacter		1416679
Achromobacter		1416878
Achromobacter		1416886
Achromobacter		1419759
Achromobacter		1421441
Achromobacter		1424093
Achromobacter		1424105
Achromobacter		1424189
Achromobacter		1427509
Achromobacter		1445996
Achromobacter		1449778
Achromobacter		1450958
Achromobacter		1450995
Achromobacter		1459951
Achromobacter		1459952
Achromobacter		1460884
Achromobacter		1463363
Achromobacter		1469501
Achromobacter		1474982
Achromobacter		1474983
Achromobacter		1474984
Achromobacter		1474985
Achromobacter		1474986
Achromobacter		1474987
Achromobacter		1474988
Achromobacter		1474989
Achromobacter		1474990
Achromobacter		1474991
Achromobacter		1476400
Achromobacter		1477734
Achromobacter		1478156
Achromobacter		1478183
Achromobacter		1486765
Achromobacter		1490009
Achromobacter		1490010
Achromobacter		1491834
Achromobacter		1491835
Achromobacter		1491836
Achromobacter		1493888
Achromobacter		1494563
Achromobacter		1494862
Achromobacter		1495153
Achromobacter		1496007
Achromobacter		1496772
Achromobacter		1501808
Achromobacter		1506605
Achromobacter		1508085
Achromobacter		1508817
Achromobacter		1508818
Achromobacter		1508819
Achromobacter		1508820
Achromobacter		1508821
Achromobacter		1508822
Achromobacter		1508823
Achromobacter		1508824
Achromobacter		1508825
Achromobacter		1508826
Achromobacter		1508827
Achromobacter		1512280
Achromobacter		1515192
Achromobacter		1515193
Achromobacter		1515194
Achromobacter		1515195
Achromobacter		1515196
Achromobacter		1515197
Achromobacter		1515198
Achromobacter		1515199
Achromobacter		1515200
Achromobacter		1515201
Achromobacter		1515202
Achromobacter		1515203
Achromobacter		1515204
Achromobacter		1515205
Achromobacter		1515206
Achromobacter		1515207
Achromobacter		1515208
Achromobacter		1515209
Achromobacter		1515210
Achromobacter		1515211
Achromobacter		1517212
Achromobacter		1517213
Achromobacter		1517214
Achromobacter		1517215
Achromobacter		1517216
Achromobacter		1517217
Achromobacter		1517218
Achromobacter		1517219
Achromobacter		1518067
Achromobacter		1520246
Achromobacter		1520259
Achromobacter		1529571
Achromobacter		1530432
Achromobacter		1530433
Achromobacter		1532557
Achromobacter		1533815
Achromobacter		1533939
Achromobacter		1533940
Achromobacter		1533941
Achromobacter		1534984
Achromobacter		1535022
Achromobacter		1535023
Achromobacter		1535024
Achromobacter		1535025
Achromobacter		1535026
Achromobacter		1535027
Achromobacter		1535028
Achromobacter		1535029
Achromobacter		1535030
Achromobacter		1537750
Achromobacter		1537751
Achromobacter		1537752
Achromobacter		1538756
Achromobacter		1538757
Achromobacter		1539722
Achromobacter		1542899
Achromobacter		1545531
Achromobacter		1545532
Achromobacter		1547272
Achromobacter		1547273
Achromobacter		1548899
Achromobacter		1560612
Achromobacter		1562393
Achromobacter		1562394
Achromobacter		1563690
Achromobacter		1564112
Achromobacter		1564994
Achromobacter		1565766
Achromobacter		1565767
Achromobacter		1565768
Achromobacter		1567073
Achromobacter		1569696
Achromobacter		1569868
Achromobacter		1569869
Achromobacter		1569870
Achromobacter		1571942
Achromobacter		1571943
Achromobacter		1571944
Achromobacter		1571945
Achromobacter		1573649
Achromobacter		1574166
Achromobacter		1577483
Achromobacter		1580494
Achromobacter		1582285
Achromobacter		1582286
Achromobacter		1582287
Achromobacter		1582288
Achromobacter		1582289
Achromobacter		1585247
Achromobacter		1585748
Achromobacter		1592825
Achromobacter		1595945
Achromobacter		1602394
Achromobacter		1604887
Achromobacter		1608887
Achromobacter		1616765
Achromobacter		1623406
Achromobacter		1630112
Achromobacter		1630692
Achromobacter		1631615
Achromobacter		1633346
Achromobacter		1635452
Achromobacter		1635799
Achromobacter		1635814
Achromobacter		1636710
Achromobacter		1636711
Achromobacter		1638041
Achromobacter		1638911
Achromobacter		1639925
Achromobacter		1640343
Achromobacter		1642001
Achromobacter		1642974
Achromobacter		1645613
Achromobacter		1647329
Achromobacter		1647345
Achromobacter		1647652
Achromobacter		1648072
Achromobacter		1649146
Achromobacter		1649595
Achromobacter		1653015
Achromobacter		1655461
Achromobacter		1665279
Achromobacter		1674064
Achromobacter		1674065
Achromobacter		1674066
Achromobacter		1674463
Achromobacter		1676772
Achromobacter		1679043
Achromobacter		1679547
Achromobacter		1679870
Achromobacter		1682493
Achromobacter		1682494
Achromobacter		1682606
Achromobacter		1682957
Achromobacter		1683929
Achromobacter		1683984
Achromobacter		1685647
Achromobacter		1685648
Achromobacter		1685671
Achromobacter		1688405
Achromobacter		1689604
Achromobacter		1690204
Achromobacter		1691901
Achromobacter		1697232
Achromobacter		1697233
Achromobacter		1705195
Achromobacter		1705196
Achromobacter		1705197
Achromobacter		1707589
Achromobacter		1707590
Achromobacter		1712910
Achromobacter		1714836
Achromobacter		1716130
Achromobacter		1716131
Achromobacter		1716132
Achromobacter		1717714
Achromobacter		1729685
Achromobacter		1732182
Achromobacter		1734006
Achromobacter		1736480
Achromobacter		1736564
Achromobacter		1736602
Achromobacter		1738500
Achromobacter		1738501
Achromobacter		1743110
Achromobacter		1743111
Achromobacter		1743112
Achromobacter		1743113
Achromobacter		1743114
Achromobacter		1744836
Achromobacter		1744837
Achromobacter		1744838
Achromobacter		1746019
Achromobacter		1748316
Achromobacter		1748502
Achromobacter		1748503
Achromobacter		1749079
Achromobacter		1749080
Achromobacter		1749081
Achromobacter		1749082
Achromobacter		1749083
Achromobacter		1749084
Achromobacter		1749085
Achromobacter		1750518
Achromobacter		1754016
Achromobacter		1754017
Achromobacter		1754018
Achromobacter		1758194
Achromobacter		1758492
Achromobacter		1759313
Achromobacter		1761982
Achromobacter		1765046
Achromobacter		1766666
Achromobacter		1766748
Achromobacter		1766851
Achromobacter		1768630
Achromobacter		1770026
Achromobacter		1770127
Achromobacter		1770538
Achromobacter		1770548
Achromobacter		1771204
Achromobacter		1771205
Achromobacter		1771206
Achromobacter		1775983
Achromobacter		1776069
Achromobacter		1781232
Achromobacter		1783500
Achromobacter		1792867
Achromobacter		1792917
Achromobacter		1794303
Achromobacter		1794304
Achromobacter		1794305
Achromobacter		1794306
Achromobacter		1794307
Achromobacter		1794308
Achromobacter		1796470
Achromobacter		1796471
Achromobacter		1796472
Achromobacter		1796484
Achromobacter		1796909
Achromobacter		1806023
Achromobacter		1806476
Achromobacter		1806477
Achromobacter		1806481
Achromobacter		1806484
Achromobacter		1806490
Achromobacter		1806492
Achromobacter		1806493
Achromobacter		1806496
Achromobacter		1806497
Achromobacter		1806498
Achromobacter		1806501
Achromobacter		1808494
Achromobacter		1809068
Achromobacter		1811581
Achromobacter		1816114
Achromobacter		1818667
Achromobacter		1818680
Achromobacter		1818762
Achromobacter		1818766
Achromobacter		1818813
Achromobacter		1821273
Achromobacter		1821622
Achromobacter		1827283
Achromobacter		1827284
Achromobacter		1841549
Achromobacter		1856377
Achromobacter		1856446
Achromobacter		1862319
Achromobacter		1862320
Achromobacter		1864692
Achromobacter		1867378
Achromobacter		1874070
Achromobacter		1874079
Achromobacter		1874085
Achromobacter		1880739
Achromobacter		1880740
Achromobacter		1880889
Achromobacter		1880890
Achromobacter		1880891
Achromobacter		1881016
Achromobacter		1884819
Achromobacter		1915388
Achromobacter		1919976
Achromobacter		1945911
Achromobacter		1945912
Achromobacter		1945913
Achromobacter		1945914
Achromobacter		2015170
Achromobacter		2015171
Achromobacter		2069367
Achromobacter		2202897
Achromobacter		2282314
Achromobacter		2282475
Achromobacter		2292262
Achromobacter		2495536
Achromobacter		2495537
Achromobacter		2495538
Achromobacter		2495539
Achromobacter		2495540
Achromobacter		2495541
Achromobacter		2495542
Achromobacter		2495543
Achromobacter		2511204
Achromobacter		2604799
Achromobacter		2626865
Achromobacter		2683345
Achromobacter		2727415
Achromobacter		2735900
Achromobacter		2745274
Achromobacter		2748616
Achromobacter		2766985
Achromobacter		2768442
Achromobacter		2769298
Achromobacter		2769300
Achromobacter		2769305
Achromobacter		2769312
Achromobacter		2779529
Achromobacter		2782011
Achromobacter		2782292
Achromobacter		2782293
Achromobacter		2795100
Achromobacter		2795101
Achromobacter		2816904
Achromobacter		2824765
Achromobacter		2829161
Achromobacter		2854776
Achromobacter		2860286
Achromobacter	Achromobacter arsenitoxydans	477184
Achromobacter	Achromobacter denitrificans	1255278
Achromobacter	Achromobacter insuavis	1003200
Achromobacter	Achromobacter piechaudii	742159
Achromobacter	Achromobacter piechaudii	1156919
Achromobacter	Achromobacter piechaudii	1216977
Achromobacter	Achromobacter xylosoxidans	562971
Achromobacter	Achromobacter xylosoxidans	762376
Achromobacter	Achromobacter xylosoxidans	1167634
Achromobacter	Achromobacter xylosoxidans	1216976
Achromobacter	Achromobacter xylosoxidans	1295130
Achromobacter	Achromobacter xylosoxidans	1350469
Actinotignum		59505
Actinotignum		190146
Actinotignum		1445614
Actinotignum		1870995
Actinotignum		1933118
Actinotignum		1933119
Actinotignum		2632702
Actinotignum		2730395
Actinotignum	Actinotignum schaalii	883067
Actinotignum	Actinotignum schaalii	1120932
Actinotignum	Actinotignum urinale	1120933
Advenella		267800
Advenella		267802
Advenella		267803
Advenella		267804
Advenella		302406
Advenella		310575
Advenella		359072
Advenella		390305
Advenella		390306
Advenella		391377
Advenella		539649
Advenella		633368
Advenella		633369
Advenella		715441
Advenella		797535
Advenella		935810
Advenella		989340
Advenella		1037397
Advenella		1048449
Advenella		1114377
Advenella		1114378
Advenella		1114459
Advenella		1114513
Advenella		1114545
Advenella		1120710
Advenella		1125654
Advenella		1125655
Advenella		1125656
Advenella		1192184
Advenella		1192185
Advenella		1192186
Advenella		1193618
Advenella		1193619
Advenella		1221636
Advenella		1281657
Advenella		1281658
Advenella		1294596
Advenella		1387381
Advenella		1425718
Advenella		1436878
Advenella		1437290
Advenella		1446800
Advenella		1481665
Advenella		1491619
Advenella		1491620
Advenella		1491621
Advenella		1491839
Advenella		1530441
Advenella		1555206
Advenella		1563670
Advenella		1570396
Advenella		1637726
Advenella		1637727
Advenella		1638065
Advenella		1643051
Advenella		1647321
Advenella		1794316
Advenella		1794317
Advenella		1794318
Advenella		1794319
Advenella		1794320
Advenella		1794321
Advenella		1794322
Advenella		1794323
Advenella		1794324
Advenella		1794325
Advenella		1794326
Advenella		1794327
Advenella		1794328
Advenella		1818669
Advenella		1818690
Advenella		1818836
Advenella		1818839
Advenella		1820318
Advenella		1857622
Advenella		1857624
Advenella		1872388
Advenella		1880742
Advenella		1982755
Advenella		2685285
Advenella		2722705
Advenella		2742604
Advenella		2800330
Advenella	Advenella kashmirensis	1036672
Advenella	Advenella kashmirensis	1424334
Advenella	Advenella kashmirensis	1439717
Advenella	Advenella kashmirensis	1914954
Advenella	Advenella mimigardefordensis	1247726
Advenella	Advenella mimigardefordensis	1255608
Aerococcus		1376
Aerococcus		1377
Aerococcus		51665
Aerococcus		79233
Aerococcus		87541
Aerococcus		119206
Aerococcus		128944
Aerococcus		189666
Aerococcus		189667
Aerococcus		260382
Aerococcus		339624
Aerococcus		339630
Aerococcus		339642
Aerococcus		339644
Aerococcus		345659
Aerococcus		371602
Aerococcus		392431
Aerococcus		394344
Aerococcus		403770
Aerococcus		407804
Aerococcus		423346
Aerococcus		423347
Aerococcus		431401
Aerococcus		497972
Aerococcus		505847
Aerococcus		562815
Aerococcus		570180
Aerococcus		570181
Aerococcus		570182
Aerococcus		576079
Aerococcus		582856
Aerococcus		682994
Aerococcus		682995
Aerococcus		702111
Aerococcus		741108
Aerococcus		749741
Aerococcus		760178
Aerococcus		760179
Aerococcus		858647
Aerococcus		867197
Aerococcus		885474
Aerococcus		889568
Aerococcus		930151
Aerococcus		943948
Aerococcus		946166
Aerococcus		1005147
Aerococcus		1045502
Aerococcus		1076286
Aerococcus		1076287
Aerococcus		1076288
Aerococcus		1113936
Aerococcus		1116503
Aerococcus		1116512
Aerococcus		1116513
Aerococcus		1116523
Aerococcus		1116534
Aerococcus		1116539
Aerococcus		1116540
Aerococcus		1116550
Aerococcus		1116551
Aerococcus		1116552
Aerococcus		1116553
Aerococcus		1116555
Aerococcus		1116556
Aerococcus		1116557
Aerococcus		1116558
Aerococcus		1116559
Aerococcus		1116561
Aerococcus		1116673
Aerococcus		1116698
Aerococcus		1116699
Aerococcus		1116700
Aerococcus		1116702
Aerococcus		1116703
Aerococcus		1116704
Aerococcus		1116705
Aerococcus		1116706
Aerococcus		1116708
Aerococcus		1116710
Aerococcus		1116711
Aerococcus		1116712
Aerococcus		1116713
Aerococcus		1116716
Aerococcus		1116717
Aerococcus		1116718
Aerococcus		1116753
Aerococcus		1116754
Aerococcus		1116756
Aerococcus		1116757
Aerococcus		1116758
Aerococcus		1116759
Aerococcus		1116761
Aerococcus		1116762
Aerococcus		1116763
Aerococcus		1116764
Aerococcus		1116765
Aerococcus		1116766
Aerococcus		1116767
Aerococcus		1116770
Aerococcus		1116771
Aerococcus		1116786
Aerococcus		1116787
Aerococcus		1116788
Aerococcus		1116790
Aerococcus		1116791
Aerococcus		1116792
Aerococcus		1116793
Aerococcus		1116794
Aerococcus		1134846
Aerococcus		1185773
Aerococcus		1224906
Aerococcus		1230807
